Track_Name,Artist_Name,Album_Name,Disc_Number,Track_Number,Track_Duration_(ms),Added_At
Halo,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,1,4,261085,2019-07-02T17:16:21Z
Time to Pretend,MGMT,Oracular Spectacular,1,1,261000,2019-05-28T15:12:53Z
Go,The Chemical Brothers,Born In The Echoes,1,2,260696,2019-08-12T21:47:53Z
Seasons Run,The xx,I See You (Deluxe),1,12,260292,2019-04-25T18:46:05Z
Daddy Issues,The Neighbourhood,Wiped Out!,1,6,260173,2019-09-16T11:02:48Z
Love Will Set You Free,Kodaline,Coming Up for Air (Expanded Edition),1,12,260093,2019-04-25T18:25:28Z
My Hero,Foo Fighters,The Colour And The Shape,1,7,260026,2019-08-20T15:30:22Z
Wonderwall,Oasis,Time Flies... 1994-2009,1,4,259959,2019-04-25T18:32:43Z
Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),1,1,259946,2019-08-12T14:56:33Z
Drops of Jupiter,Train,Drops Of Jupiter,1,3,259933,2019-08-12T13:57:25Z
Strong,Robbie Williams,In And Out Of Consciousness: Greatest Hits 1990 - 2010,1,30,259853,2019-04-25T18:33:57Z
Sheila,Jamie T,Panic Prevention,1,7,259813,2019-04-25T18:11:58Z
Girls and Boys,Blur,Blur: The Best Of,1,10,259386,2019-04-25T22:33:07Z
Sail,AWOLNATION,Megalithic Symphony Deluxe,1,10,259102,2019-04-25T18:48:55Z
Ribs,Lorde,Pure Heroine (Extended),1,4,258969,2019-04-25T18:26:10Z
Hymn for the Weekend,Coldplay,A Head Full of Dreams,1,3,258826,2019-04-25T18:17:11Z
Open Road,Roo Panes,Weight of Your World EP,1,2,258730,2019-04-25T19:06:31Z
All Night Long (All Night) - Single Version,Lionel Richie,Back To Front,1,4,258666,2019-11-23T22:15:55Z
Searchin,Matisyahu,Spark Seeker,1,3,258662,2019-07-03T15:36:25Z
Goodbye My Lover,James Blunt,Back to Bedlam,1,4,258653,2019-04-25T18:24:12Z
Autopilot,Kodaline,Coming Up for Air (Expanded Edition),1,3,258613,2019-04-25T18:25:28Z
Stay High - Habits Remix,"Tove Lo, Hippie Sabotage",Queen Of The Clouds,1,17,258386,2019-07-06T15:55:43Z
The A Team,Ed Sheeran,+,1,1,258373,2019-04-25T20:01:45Z
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,The Heist,1,2,258342,2019-04-25T18:48:55Z
Stuck with Me,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,1,14,258226,2020-01-31T13:58:29Z
Beat It - Single Version,Michael Jackson,Thriller 25 Super Deluxe Edition,1,5,258040,2019-04-25T18:29:14Z
She's The One,Robbie Williams,I've Been Expecting You,1,10,258026,2019-04-25T18:34:02Z
She Will Be Loved,Maroon 5,Singles,1,3,257986,2019-04-25T18:28:55Z
In the Shadows,The Rasmus,Dead Letters,1,2,257920,2020-01-20T22:01:33Z
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,1,10,257760,2019-04-25T18:29:14Z
A Design for Life - Remastered,Manic Street Preachers,Everything Must Go 10th Anniversary Edition,1,2,257640,2019-06-25T14:23:09Z
Choice Kingdom,alt-J,This Is All Yours,1,7,257497,2019-12-20T16:33:32Z
High And Dry,Radiohead,The Bends,1,3,257480,2020-04-24T11:08:37Z
Promises,NERO,Welcome Reality,1,13,257386,2019-04-25T18:48:55Z
Rock DJ - 2004 Mix,Robbie Williams,In And Out Of Consciousness: Greatest Hits 1990 - 2010,1,27,257373,2019-04-25T18:33:57Z
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1,2,257360,2019-09-05T13:29:15Z
"Head Over Heels - Dave Bascombe 7 N.Mix""","Tears For Fears, Dave Bascombe",Songs From The Big Chair (Deluxe),2,5,257315,2019-04-25T20:29:17Z
Counting Stars,OneRepublic,Native,1,1,257266,2019-04-25T18:48:55Z
Lithium,Nirvana,Nevermind (Remastered),1,5,257053,2019-09-07T15:43:57Z
Sleep,Royal Blood,How Did We Get So Dark?,1,10,257000,2019-04-25T18:36:46Z
Coming Alive,Kodaline,Coming Up for Air (Expanded Edition),1,6,256880,2019-04-25T18:25:28Z
Who Gon Stop Me,"JAY-Z, Kanye West",Watch The Throne (Deluxe),1,9,256706,2020-01-30T17:36:25Z
Too Close,Alex Clare,The Lateness Of The Hour,1,4,256613,2019-04-25T18:11:58Z
I Need Air (feat. Angela Hunte),"Magnetic Man, Angela Hunte",Magnetic Man,1,3,256306,2019-04-25T18:48:55Z
7,Catfish and the Bottlemen,The Ride,1,1,256306,2019-05-28T15:12:53Z
Free Fallin',Tom Petty,Full Moon Fever,1,1,256000,2019-08-12T16:51:59Z
Ready to Start,Arcade Fire,The Suburbs,1,2,255893,2019-12-30T11:53:19Z
Buffalo Soldier,Bob Marley & The Wailers,Confrontation,1,2,255840,2019-06-30T11:51:01Z
Latch,"Disclosure, Sam Smith",Settle (Deluxe Version),1,3,255631,2019-04-25T19:57:13Z
Best of You,Foo Fighters,In Your Honor,1,3,255626,2019-04-25T18:48:55Z
Safest Place,Echosmith,Talking Dreams (Deluxe Version),1,11,255533,2019-04-25T18:20:42Z
Back In Black,AC/DC,Back In Black,1,6,255493,2019-08-20T19:29:47Z
The Moment,Tame Impala,Currents,1,3,255413,2019-09-16T10:59:34Z
Enjoy the Silence,Depeche Mode,The Singles 86-98,1,8,255133,2019-06-28T14:13:38Z
The Beach,The Neighbourhood,Wiped Out!,1,5,255133,2019-09-16T11:02:40Z
Hey Brother,Avicii,TRUE,1,3,255093,2019-04-25T20:21:06Z
In Bloom - Nevermind Version,Nirvana,Nevermind (Remastered),1,2,255080,2019-09-13T21:56:28Z
One More Light,Linkin Park,One More Light,1,9,255066,2019-08-24T22:50:45Z
Black or White,Michael Jackson,Dangerous,1,8,254933,2019-04-25T18:29:14Z
Broken Strings,"James Morrison, Nelly Furtado",Broken Strings,1,2,254733,2019-04-25T19:07:10Z
Girls,The 1975,The 1975,1,11,254620,2019-04-25T18:40:17Z
Marks To Prove It,The Maccabees,Marks To Prove It,1,1,254546,2019-08-24T23:13:01Z
Robbers,The 1975,The 1975,1,10,254509,2019-04-25T18:40:17Z
Colours - EP Version,Grouplove,Grouplove,1,1,254440,2019-05-25T11:16:32Z
Street Spirit (Fade Out),Radiohead,The Bends,1,12,253853,2020-05-05T15:21:33Z
Time to Share,Gemini,Wanderlust,1,1,253750,2019-04-25T18:54:14Z
Feelin' Myself,"will.i.am, Miley Cyrus, French Montana, Wiz Khalifa, Mustard",#willpower (Deluxe),1,5,253546,2019-04-25T19:06:31Z
Lane Boy,Twenty One Pilots,Blurryface,1,6,253093,2019-04-25T18:41:23Z
Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Version),1,1,252818,2019-04-25T22:18:04Z
Let Her Go,Passenger,All the Little Lights (Deluxe Version),1,2,252733,2019-08-12T16:15:30Z
It’s My Birthday,"will.i.am, Cody Wise",It’s My Birthday,1,1,252613,2019-08-12T14:22:58Z
Come with Me,Echosmith,Talking Dreams (Deluxe Version),1,5,252493,2019-04-25T18:20:10Z
For the First Time,The Script,Science & Faith,1,2,252440,2019-04-25T18:38:02Z
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, Afrojack, Nayer",Planet Pit (Deluxe Version),1,2,252306,2019-04-25T18:11:58Z
Better Strangers,Royal Blood,Royal Blood,1,10,252226,2019-04-25T18:35:41Z
Back of the Car,"RAC, Nate Henricks",Back of the Car,1,1,252106,2019-07-03T15:36:25Z
Show Me Love,Robin S,Show Me Love,1,1,252106,2019-09-05T13:29:15Z
Olympic Airways,Foals,Antidotes,1,4,252093,2019-07-18T00:05:47Z
Rockstar,Nickelback,All the Right Reasons (Walmart Exclusive Edition),1,11,252040,2019-04-25T22:22:18Z
Hideaway,Kiesza,Hideaway,1,1,251960,2019-04-25T19:07:40Z
Time to Get Away,LCD Soundsystem,Sound Of Silver,1,2,251946,2019-11-26T21:37:01Z
Olympia,Sundara Karma,Youth is Only Ever Fun in Retrospect,1,4,251840,2019-04-25T18:39:42Z
Million Pieces,Bastille,Doom Days,1,5,251658,2019-07-06T15:53:32Z
Doomsday,NERO,Welcome Reality,1,2,251653,2019-04-25T18:48:55Z
Step,Vampire Weekend,Modern Vampires of the City,1,3,251626,2020-01-23T15:32:18Z
Rooftops,lostprophets,Liberation Transmission,1,4,251506,2019-04-25T18:48:55Z
Next Year,Two Door Cinema Club,Beacon,1,1,251480,2019-04-25T18:42:13Z
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair,1,3,251480,2019-04-25T20:29:04Z
Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],1,1,251440,2019-08-12T14:08:05Z
Everything In Its Right Place,Radiohead,Kid A,1,1,251426,2020-01-23T13:07:47Z
Family Feud,"JAY-Z, Beyoncé",04:44,1,6,251413,2019-12-15T19:32:41Z
Little Black Submarines,The Black Keys,El Camino,1,4,251266,2019-07-03T15:31:07Z
Obvious Bicycle,Vampire Weekend,Modern Vampires of the City,1,1,251253,2020-01-23T15:49:10Z
Don't Stop Believin',Journey,Escape,1,1,250986,2019-04-25T22:40:44Z
"Babe, Can I Call?",The Hunna,Dare,1,4,250786,2019-04-25T18:23:58Z
Weekend Wars,MGMT,Oracular Spectacular,1,2,250773,2020-04-23T11:08:49Z
Live Like Animals,Nothing But Thieves,Broken Machine (Deluxe),1,5,250733,2020-04-05T20:48:05Z
No Problem,Chase & Status,No More Idols (Platinum Edition),1,1,250666,2019-04-25T18:48:55Z
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",We Are Young (feat. Janelle Monáe),1,1,250626,2019-04-25T18:11:58Z
Blue Lights,Jorja Smith,Lost & Found,1,8,250454,2019-04-25T18:53:03Z
Temple,Kings of Leon,Mechanical Bull (Expanded Edition),1,5,250453,2019-07-28T16:24:45Z
America,Razorlight,Razorlight,1,4,250146,2019-04-25T18:33:15Z
Love Somebody,Robbie Williams,Escapology,1,6,250093,2019-04-25T18:34:38Z
Dangerous,The xx,I See You (Deluxe),1,1,250000,2019-04-25T18:45:35Z
What If,Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,1,11,249960,2019-04-25T18:13:57Z
It's Alright Now,Bombay Bicycle Club,"So Long, See You Tomorrow",1,2,249946,2019-12-20T16:37:57Z
Everything Else Has Gone Wrong,Bombay Bicycle Club,Everything Else Has Gone Wrong,1,3,249760,2020-01-18T16:38:49Z
Purple Yellow Red and Blue,Portugal. The Man,Evil Friends,1,11,249746,2019-07-03T15:36:25Z
Lost In Yesterday,Tame Impala,The Slow Rush,1,8,249586,2020-04-09T14:55:06Z
"Finally (7 Choice Mix)""",CeCe Peniston,Ultimate Club Dance 90s,1,12,249319,2019-09-05T13:29:15Z
Livin' On A Prayer,Bon Jovi,Slippery When Wet,1,3,249293,2019-07-05T12:02:43Z
Party Monster,The Weeknd,Starboy,1,2,249213,2019-04-25T18:43:36Z
Only Love,Ben Howard,Every Kingdom (Deluxe Version),1,5,249173,2019-04-25T18:13:07Z
Replica,The xx,I See You (Deluxe),1,6,249000,2019-04-25T18:45:48Z
Hypocrite,Cage The Elephant,Melophobia,1,8,248989,2019-07-03T15:41:47Z
Norman fucking Rockwell,Lana Del Rey,Norman Fucking Rockwell!,1,1,248934,2019-12-20T12:26:22Z
The Sound,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",1,13,248879,2019-04-25T18:40:17Z
We Come Running,Youngblood Hawke,Youngblood Hawke,1,1,248800,2019-04-25T18:48:55Z
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],1,1,248413,2019-04-25T19:04:24Z
Beautiful Day,U2,All That You Can't Leave Behind,1,1,248400,2019-06-28T12:44:16Z
Young Hearts Run Free,Candi Staton,Young Hearts Run Free (US Internet Release),1,5,248360,2019-09-05T13:29:15Z
A Trick of the Light,Villagers,A Trick of the Light,1,1,248253,2019-04-25T18:56:13Z
Not Afraid,Eminem,Recovery,1,7,248133,2019-04-25T18:48:55Z
Hot Fudge,Robbie Williams,Escapology,1,12,248093,2019-04-25T18:11:58Z
Laughter Lines,Bastille,All This Bad Blood,2,7,248040,2019-04-25T18:09:50Z
Providence,Foals,Holy Fire,1,9,247933,2019-08-12T13:54:43Z
4AM,Bastille,Doom Days,1,8,247777,2019-07-06T15:53:50Z
Wake Me Up,Avicii,TRUE,1,1,247426,2019-04-25T20:20:40Z
Bad - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,1,1,247360,2019-04-25T18:29:14Z
Tonight,Coasts,Tonight,1,1,247306,2019-07-03T15:36:25Z
Haiti,Arcade Fire,Funeral,1,8,247306,2019-11-16T18:31:36Z
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,1,5,247160,2019-04-25T18:59:08Z
Mariners Apartment Complex,Lana Del Rey,Norman Fucking Rockwell!,1,2,247150,2019-12-20T12:26:22Z
Outro,M83,"Hurry up, We're Dreaming",1,22,247026,2019-08-18T00:23:56Z
Little Lion Man,Mumford & Sons,Sigh No More,1,7,247000,2019-04-25T18:54:14Z
The General,Dispatch,Bang Bang,1,3,246920,2019-04-25T19:00:41Z
Endorphins,"Sub Focus, Alex Clare",Endorphins,1,1,246889,2019-04-25T18:48:55Z
Cafe D'Athens,Foals,Part 1 Everything Not Saved Will Be Lost,1,7,246867,2019-04-25T18:22:14Z
Read My Mind,The Killers,Sam's Town,1,6,246840,2019-04-25T19:12:07Z
Buzzcut Season,Lorde,Pure Heroine (Extended),1,5,246755,2019-04-25T18:26:10Z
Jealousy,Will Young,Echoes,1,1,246680,2019-04-25T22:08:34Z
Young Blood,The Naked And Famous,"Passive Me, Aggressive You",1,7,246600,2019-05-28T15:12:53Z
Jar of Hearts,Christina Perri,lovestrong.,1,5,246587,2019-04-25T19:17:08Z
Racing Stripes,Bombay Bicycle Club,Everything Else Has Gone Wrong,1,11,246506,2020-01-18T16:39:06Z
Cry,James Blunt,Back to Bedlam,1,9,246413,2019-04-25T18:24:12Z
Crawl,Kings of Leon,Only By The Night,1,2,246413,2019-04-25T18:24:51Z
The Bends,Radiohead,The Bends,1,2,246200,2020-04-24T11:08:34Z
Zombie,Jamie T,Carry On The Grudge,1,4,246186,2019-04-25T18:53:52Z
Performance,The xx,I See You (Deluxe),1,5,246013,2019-04-25T18:45:48Z
Sadderdaze,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,1,20,245826,2020-01-31T12:57:33Z
Always Like This,Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,1,6,245640,2019-04-25T18:13:39Z
Eye of the Tiger,Survivor,Rocky IV,1,4,245640,2019-06-06T00:29:59Z
Superheroes,The Script,No Sound Without Silence,1,2,245466,2019-04-25T18:38:02Z
Human,The Killers,Day & Age,1,2,245373,2019-04-25T19:11:53Z
Everyone Else,London Grammar,Truth Is a Beautiful Thing (Deluxe),1,6,245240,2019-04-25T18:25:39Z
Feel the Love,"Rudimental, John Newman",Home,1,2,245186,2019-04-25T18:48:55Z
Explore,Sundara Karma,Youth is Only Ever Fun in Retrospect,1,3,245120,2019-04-25T18:39:42Z
Titanium (feat. Sia),David Guetta,Nothing but the Beat,1,13,245040,2019-04-25T18:57:29Z
Closer,"The Chainsmokers, Halsey",Closer,1,1,244960,2019-04-25T18:58:57Z
Cry Me Out,Pixie Lott,Turn it Up (eAlbum),1,2,244893,2019-04-25T19:07:08Z
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,1,3,244884,2019-04-25T20:01:23Z
Upside Down,Diana Ross,Diana,1,1,244826,2019-09-05T13:29:15Z
Blue Monday '88,New Order,The Best of New Order,1,15,244720,2019-04-25T22:55:13Z
Limitless (feat. Delaney Jane),"Adventure Club, Delaney Jane",Limitless (feat. Delaney Jane),1,1,244610,2019-04-25T18:54:49Z
Gorilla,Bruno Mars,Unorthodox Jukebox,1,3,244493,2019-04-25T21:56:39Z
Help Me Lose My Mind,"Disclosure, London Grammar",If You Wait (Deluxe Edition),1,14,244333,2019-04-25T18:48:55Z
Mountain at My Gates,Foals,What Went Down,1,2,244293,2019-04-25T18:21:10Z
Tears and Rain,James Blunt,Back to Bedlam,1,5,244226,2019-12-20T16:40:00Z
Raconte-moi une histoire,M83,"Hurry up, We're Dreaming",1,6,244093,2019-12-20T16:12:22Z
Reflections,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,1,10,244013,2020-01-29T20:59:31Z
Not Nineteen Forever,Courteeners,St. Jude,1,10,243973,2019-04-25T18:50:13Z
Renegade Mastah - Original Mix,HI-LO,Renegade Mastah,1,1,243957,2019-08-20T18:30:22Z
If You Got The Money,Jamie T,Panic Prevention,1,11,243933,2020-04-23T11:08:38Z
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,9,243836,2019-12-30T18:15:48Z
Deadcrush (feat. Danny Brown) - The Alchemist x Trooko Version,"Danny Brown, alt-J, The Alchemist, Trooko",REDUXER,1,5,243569,2019-09-08T17:10:00Z
S&M,Rihanna,Loud,1,1,243533,2019-04-25T19:55:47Z
The Way We Say Goodbye,Circa Waves,What’s It Like Over There?,1,6,243532,2019-07-03T15:43:32Z
Bailando - Spanish Version,"Enrique Iglesias, Descemer Bueno, Gente De Zona",SEX AND LOVE (Deluxe),1,3,243413,2019-04-25T19:16:33Z
I Need a Dollar,Aloe Blacc,Good Things,1,1,243373,2020-01-28T18:43:58Z
Heaven,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),1,4,243360,2019-08-11T12:36:13Z
High,James Blunt,Back to Bedlam,1,1,243280,2019-04-25T18:24:12Z
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),1,6,243026,2019-08-12T14:56:33Z
Where Have You Been,Rihanna,Talk That Talk (Deluxe),1,2,242680,2019-04-25T19:55:32Z
Viva La Vida,Coldplay,Viva La Vida,1,1,242373,2019-04-25T18:17:11Z
The Hills,The Weeknd,Beauty Behind The Madness,1,5,242253,2019-04-25T18:11:58Z
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,1,2,242186,2019-05-09T18:12:05Z
Speeding Cars,Walking On Cars,Everything This Way,1,5,242092,2019-04-25T23:05:22Z
Are You Home,Broods,Conscious,1,3,242040,2019-04-25T18:54:19Z
'Cause I'm A Man,Tame Impala,Currents,1,10,241986,2019-09-16T11:00:12Z
Gangsta's Paradise (feat. L.V.),"Coolio, L.V.",Gangsta's Paradise (US Release),1,3,241933,2019-04-25T18:48:55Z
Cursed,Robbie Williams,Escapology,1,13,241800,2019-04-25T18:35:22Z
Take Me To Church,Hozier,Hozier,1,1,241688,2019-04-25T22:16:10Z
If You Ever Come Back,The Script,Science & Faith,1,5,241653,2019-04-25T18:38:02Z
Take This Lonely Heart,Nothing But Thieves,What Did You Think When You Made Me This Way?,1,4,241589,2019-04-25T18:32:28Z
Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,1,1,241546,2019-07-03T15:44:07Z
Lovely Day,alt-J,This Is All Yours,1,14,241545,2019-12-20T16:33:32Z
The Man Who Can't Be Moved,The Script,The Script,1,4,241466,2019-04-25T18:38:02Z
Midnight City,M83,"Hurry Up, We're Dreaming",1,2,241440,2019-09-07T15:39:43Z
A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip, GoonRock",Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version),1,3,241306,2019-04-25T19:06:54Z
Called Out In The Dark,Snow Patrol,Fallen Empires,1,2,240865,2019-04-25T18:38:49Z
Sticks 'N' Stones,Jamie T,Kings & Queens,1,3,240832,2019-04-25T18:53:41Z
Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,1,7,240796,2019-04-25T18:17:11Z
The Waves,Bastille,Doom Days,1,3,240660,2019-07-06T15:53:21Z
Love This Town,"Dizzee Rascal, Teddy Sky",The Fifth (Deluxe),1,10,240653,2019-04-25T18:48:55Z
Out of the Black,Royal Blood,Royal Blood,1,1,240572,2019-04-25T18:35:41Z
My Number,Foals,Holy Fire,1,3,240533,2019-04-25T18:48:55Z
Sweater Weather,The Neighbourhood,I Love You.,1,4,240426,2019-09-07T10:20:59Z
Drinking from the Bottle (feat. Tinie Tempah),"Calvin Harris, Tinie Tempah",18 Months,1,9,240346,2019-04-25T18:16:24Z
Love Me Again,John Newman,Love Me Again,1,1,240288,2019-04-25T19:04:39Z
Starlight,Muse,Black Holes and Revelations,1,2,240213,2019-08-21T18:58:44Z
I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),1,4,240165,2019-05-09T18:12:12Z
It Was Always You,Maroon 5,V (Deluxe),1,3,239920,2019-04-25T18:11:58Z
Not Giving In,"Rudimental, John Newman, Alex Clare",Home (Deluxe Edition),1,9,239733,2019-04-25T19:14:34Z
Roll With It,Oasis,Time Flies... 1994-2009,1,2,239693,2019-04-25T18:32:43Z
Pumped Up Kicks,Foster The People,Torches,1,2,239600,2019-04-25T18:48:55Z
Strong - Edit,London Grammar,Strong,1,1,239516,2019-04-25T18:25:39Z
Greatest Day,Take That,The Circus,1,2,239320,2019-08-20T17:19:43Z
Side,Travis,The Invisible Band,1,3,239240,2019-05-08T11:46:40Z
Hey Ya!,OutKast,The Way You Move / Hey Ya!,1,3,239240,2019-09-05T13:29:15Z
I Can Hardly Speak,Bombay Bicycle Club,Everything Else Has Gone Wrong,1,4,239026,2020-01-18T16:38:55Z
Little Secrets,Passion Pit,Manners,1,2,238973,2020-04-22T15:35:35Z
Love Sublime,"Tensnake, Nile Rodgers, Fiora",Love Sublime,1,1,238822,2019-04-25T20:08:01Z
Call It What You Want,Foster The People,Torches,1,3,238786,2019-07-03T15:36:25Z
Coming Home,"Diddy - Dirty Money, Skylar Grey",Last Train To Paris [Deluxe (Explicit Version)],1,18,238773,2019-04-25T18:11:58Z
Hold Back The River,James Bay,Chaos And The Calm,1,2,238746,2019-07-06T20:43:02Z
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,The Wall (Remastered),1,5,238746,2019-08-11T17:34:54Z
P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller 25 Super Deluxe Edition,1,8,238733,2019-04-25T18:29:14Z
Last Orders,Nothing But Thieves,Graveyard Whistling - EP,1,4,238693,2019-04-25T18:30:50Z
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,1,13,238626,2019-04-25T18:48:55Z
Skinny Love,Bon Iver,"For Emma, Forever Ago",1,3,238532,2019-08-12T17:27:50Z
Pica Disco,Lazy Boy,Pica Disco (Remixes),1,1,238491,2019-04-30T17:10:24Z
Big For Your Boots,Stormzy,Gang Signs & Prayer,1,5,238418,2019-04-25T18:39:01Z
Let Go for Tonight,Foxes,Let Go for Tonight,1,1,238413,2019-04-25T19:06:51Z
Say Something Loving,The xx,I See You (Deluxe),1,2,238373,2019-04-25T18:45:35Z
Barely Legal,The Strokes,Is This It,1,4,238160,2019-12-14T17:08:56Z
Punching In A Dream,The Naked And Famous,"Passive Me, Aggressive You",1,2,238133,2019-05-28T15:12:53Z
Ok Pal,M83,"Hurry up, We're Dreaming",1,14,238120,2019-10-11T16:25:31Z
It's Time,Imagine Dragons,Night Visions (Deluxe),1,3,237986,2019-07-03T15:33:36Z
Hypersonic Missiles,Sam Fender,Hypersonic Missiles,1,1,237986,2020-04-09T15:52:01Z
Black Betty,Ram Jam,The Very Best Of Ram Jam,1,1,237893,2019-07-26T14:54:10Z
Everybody Dance - Edit,CHIC,70s: The Collection,1,5,237866,2019-09-05T13:29:15Z
Somebody's Watching Me - Single Version,Rockwell,Scream,1,4,237760,2019-04-25T18:29:14Z
Rule The World - Radio Edit,Take That,Rule The World,1,1,237760,2019-08-20T17:19:45Z
Country House,Blur,Blur: The Best Of,1,13,237733,2019-04-25T22:33:19Z
Cool Kids,Echosmith,Talking Dreams (Deluxe Version),1,3,237626,2019-04-25T18:20:10Z
Leave A Trace,CHVRCHES,Every Open Eye,1,2,237481,2019-04-25T18:17:54Z
Closer,Kings of Leon,Only By The Night,1,1,237480,2019-04-25T18:24:51Z
The Hill,Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,1,10,237413,2019-04-25T18:13:57Z
Eyes Off You,Bombay Bicycle Club,"So Long, See You Tomorrow",1,7,237346,2019-04-25T18:14:12Z
Green Light,Roll Deep,Winner Stays On,1,5,237206,2019-04-25T18:48:55Z
2000 Nu Brand,Nu Brand Flexxx,"Rangoose, Vol. 1",1,4,237146,2019-04-25T18:48:55Z
Somewhere Only We Know,Keane,Hopes And Fears,1,1,237146,2019-04-25T19:15:14Z
Take Me Out,Franz Ferdinand,Franz Ferdinand,1,3,237026,2019-04-25T18:48:55Z
Get Yourself Together,The Black Keys,"Let's Rock""""",1,7,236941,2019-08-27T16:26:59Z
Don't You Want Me,The Human League,Dare!,1,10,236920,2019-07-02T17:10:29Z
Ghost,Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,1,5,236746,2019-11-16T18:33:03Z
Baby Fratelli,The Fratellis,Costello Music,1,10,236706,2019-04-25T18:11:58Z
Handsome Man,Robbie Williams,Escapology,1,8,236533,2019-04-25T18:34:57Z
Sleep Alone,Two Door Cinema Club,Beacon,1,6,236440,2019-04-25T18:11:58Z
Lights Out,Royal Blood,How Did We Get So Dark?,1,2,236426,2019-04-25T18:36:12Z
Soda,Nothing But Thieves,Broken Machine (Deluxe),1,6,236306,2019-04-25T18:31:39Z
Valerie,The Zutons,Tired Of Hanging Around,1,3,236266,2019-04-25T22:22:44Z
Good Morning,Two Door Cinema Club,Gameshow (Deluxe Edition),1,8,236173,2019-04-25T18:42:56Z
"Relax - 7 Mix""",Frankie Goes To Hollywood,Relax,1,1,236160,2019-09-05T13:29:15Z
Lavender,Two Door Cinema Club,Gameshow (Deluxe Edition),1,5,235893,2019-04-25T18:42:56Z
Bring Me To Life,Evanescence,Fallen,1,2,235893,2019-08-16T21:56:55Z
Particles,Nothing But Thieves,Broken Machine (Deluxe),1,8,235880,2020-04-05T20:39:33Z
No Bravery,James Blunt,Back to Bedlam,1,10,235826,2019-04-25T18:24:12Z
Neon Brother,Nothing But Thieves,Nothing But Thieves (Deluxe),1,15,235826,2019-04-25T18:30:44Z
Test Me,The xx,I See You (Deluxe),1,10,235826,2019-04-25T18:46:05Z
In The Night,The Weeknd,Beauty Behind The Madness,1,10,235653,2019-04-25T18:44:11Z
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Wanz",The Heist,1,3,235613,2019-04-25T18:57:29Z
Sugar,Maroon 5,V (Deluxe),1,5,235493,2019-04-25T18:28:03Z
Only Girl (In The World),Rihanna,Loud,1,5,235493,2019-04-25T19:55:54Z
Under Cover Of Darkness,The Strokes,Angles,1,2,235486,2020-03-20T17:48:02Z
99 Problems,JAY-Z,The Hits Collection Volume One (Deluxe),1,8,235466,2019-04-25T18:11:58Z
Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,1,9,235440,2019-11-10T16:04:15Z
Love Never Felt So Good,Michael Jackson,XSCAPE,1,1,235400,2019-04-25T18:29:14Z
Reunion,M83,"Hurry up, We're Dreaming",1,3,235386,2019-10-11T16:00:42Z
Shuffle,Bombay Bicycle Club,A Different Kind Of Fix,1,6,235293,2019-04-25T18:50:43Z
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,1,3,235293,2019-09-13T21:47:53Z
Me & You - Original Mix,NERO,Me & You,1,1,235226,2019-04-25T18:48:55Z
Watch the Tapes,LCD Soundsystem,Sound Of Silver,1,7,235226,2019-12-14T15:42:42Z
